09-24 02:45:10 pair run: kiota-java-1.10.0, 14 MCIs, 13 to do, model gpt-5.6-luna
09-25 07:40:12   V2 org.apache.cloudstack.context.CallContext::1: FAILED_SYNTACTIC_VALIDITY  model 92.13s (12 calls), audit 0s, total 120s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:42:28   V1 org.apache.cloudstack.context.CallContext::1: SUCCESS  model 55.89s (10 calls), audit 2.53s, total 135s, baseline reused
09-25 07:42:49   V2 org.apache.cloudstack.api.command.user.template.RegisterVnfTemplateCmd::1: SUCCESS  model 15.21s (4 calls), audit 1.77s, total 19s, baseline reused
09-25 07:44:23   V1 org.apache.cloudstack.api.command.user.template.RegisterVnfTemplateCmd::1: SUCCESS  model 12.64s (4 calls), audit 2.41s, total 93s, baseline reused
09-25 07:47:46   V2 com.cloud.agent.api.DeleteVMSnapshotAnswer::1: SUCCESS  model 44.09s (5 calls), audit 2.34s, total 203s, baseline reused
09-25 07:48:45   V1 com.cloud.agent.api.DeleteVMSnapshotAnswer::1: FAILED_SYNTACTIC_VALIDITY  model 17.45s (3 calls), audit 0s, total 59s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:49:34   V2 org.apache.cloudstack.dns.DnsServer::1: FAILED_SYNTACTIC_VALIDITY  model 31.04s (4 calls), audit 0s, total 46s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:50:05   V1 org.apache.cloudstack.dns.DnsServer::1: FAILED_SYNTACTIC_VALIDITY  model 17.01s (3 calls), audit 0s, total 31s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:51:56   V2 com.cloud.agent.api.to.VolumeTO::2: SUCCESS  model 7.52s (2 calls), audit 3.35s, total 111s, baseline reused
09-25 07:52:56   V1 com.cloud.agent.api.to.VolumeTO::2: FAILED_SYNTACTIC_VALIDITY  model 21.61s (4 calls), audit 0s, total 60s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:54:45   V2 com.cloud.agent.api.to.VolumeTO::1: SUCCESS  model 10.22s (2 calls), audit 3.74s, total 104s, baseline reused
09-25 07:55:45   V1 com.cloud.agent.api.to.VolumeTO::1: FAILED_SYNTACTIC_VALIDITY  model 21.7s (4 calls), audit 0s, total 60s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 07:58:03   V2 com.cloud.agent.api.storage.CreateDiskOnlyVmSnapshotCommand::2: SUCCESS  model 32.65s (5 calls), audit 2.56s, total 135s, baseline reused
09-25 08:00:07   V1 com.cloud.agent.api.storage.CreateDiskOnlyVmSnapshotCommand::2: SUCCESS  model 19.6s (5 calls), audit 2.63s, total 123s, baseline reused
09-25 08:01:33   V2 com.cloud.agent.api.storage.CreateDiskOnlyVmSnapshotCommand::1: MODEL_DECLINED  model 27.66s (2 calls), audit 0s, total 30s, baseline -  | No stage produced an applicable edit / Ã»ÓĞÈÎºÎ½×¶Î²ú³ö¿ÉÓ¦ÓÃµÄ±à¼­
09-25 08:04:10   V1 com.cloud.agent.api.storage.CreateDiskOnlyVmSnapshotCommand::1: SUCCESS  model 52.19s (8 calls), audit 3.31s, total 157s, baseline reused
09-25 08:06:07   V2 DomainInfo::1: SUCCESS  model 9.51s (2 calls), audit 2.85s, total 114s, baseline reused
09-25 08:08:21   V1 DomainInfo::1: SUCCESS  model 15.5s (4 calls), audit 3.87s, total 134s, baseline reused
09-25 08:10:06   V2 org.apache.cloudstack.network.BgpPeerVO::4: SUCCESS  model 19.51s (5 calls), audit 5.74s, total 103s, baseline reused
09-25 08:11:44   V1 org.apache.cloudstack.network.BgpPeerVO::4: SUCCESS  model 18.01s (5 calls), audit 3.03s, total 98s, baseline reused
09-25 08:14:37   V2 org.apache.cloudstack.network.BgpPeerVO::3: FAILED_SYNTACTIC_VALIDITY  model 57.9s (5 calls), audit 0s, total 170s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:16:30   V1 org.apache.cloudstack.network.BgpPeerVO::3: SUCCESS  model 28.69s (4 calls), audit 3.69s, total 113s, baseline reused
09-25 08:17:58   V2 org.apache.cloudstack.network.BgpPeerVO::2: SUCCESS  model 6.55s (2 calls), audit 2.58s, total 84s, baseline reused
09-25 08:19:27   V1 org.apache.cloudstack.network.BgpPeerVO::2: SUCCESS  model 11.94s (4 calls), audit 3.03s, total 89s, baseline reused
09-25 08:20:58   V2 org.apache.cloudstack.network.BgpPeerVO::1: SUCCESS  model 11.02s (2 calls), audit 2.72s, total 88s, baseline reused
09-25 08:22:27   V1 org.apache.cloudstack.network.BgpPeerVO::1: SUCCESS  model 12.82s (4 calls), audit 2.83s, total 89s, baseline reused
09-25 08:24:21   V2 Network::5: SUCCESS  model 7.46s (2 calls), audit 4.64s, total 111s, baseline reused
09-25 08:25:21   V1 Network::5: FAILED_SYNTACTIC_VALIDITY  model 20.9s (3 calls), audit 0s, total 60s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:27:10   V2 Network::4: SUCCESS  model 8.2s (2 calls), audit 6.49s, total 105s, baseline reused
09-25 08:28:12   V1 Network::4: FAILED_SYNTACTIC_VALIDITY  model 21.16s (4 calls), audit 0s, total 62s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:30:09   V2 Network::3: SUCCESS  model 12.31s (2 calls), audit 8.4s, total 114s, baseline reused
09-25 08:30:23   V1 Network::3: MODEL_DECLINED  model 12.63s (2 calls), audit 0s, total 14s, baseline -  | V1: The new variable name contains a newline and two names ('network2' and 'network'), so it is not a valid single Java variable name.
09-25 08:33:34   V2 Network::2: FAILED_SYNTACTIC_VALIDITY  model 148.99s (8 calls), audit 0s, total 187s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:34:47   V1 Network::2: FAILED_SYNTACTIC_VALIDITY  model 34.75s (5 calls), audit 0s, total 73s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:37:48   V2 Network::1: TOOL ERROR DetectionError: Model returned invalid JSON / Ä£ĞÍ·µ»ØÁËÎŞĞ§ JSON: Expecting ',' delimiter: line 1 column 2360 (char 2359)
09-25 08:38:06   V1 Network::1: MODEL_DECLINED  model 16.23s (2 calls), audit 0s, total 18s, baseline -  | V1: stub does not match reusable method placement requirements: createMockNetwork requires conn, which is declared after network, and the helper throws checked 
09-25 08:42:12   V2 com.cloud.network.NiciraNvpDeviceVO::2: FAILED_BEHAVIORAL_EQUIVALENCE  model 148.66s (11 calls), audit 0s, total 241s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 08:43:37   V1 com.cloud.network.NiciraNvpDeviceVO::2: FAILED_SYNTACTIC_VALIDITY  model 43.76s (7 calls), audit 0s, total 84s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 08:44:47   V2 com.cloud.network.NiciraNvpDeviceVO::1: SUCCESS  model 60.39s (7 calls), audit 2.9s, total 65s, baseline reused
09-25 08:45:29   V1 com.cloud.network.NiciraNvpDeviceVO::1: SUCCESS  model 38.11s (6 calls), audit 2.64s, total 42s, baseline reused
09-25 08:47:05   V2 org.apache.cloudstack.api.command.admin.kubernetes.version.DeleteKubernetesSupportedVersionCmd::1: SUCCESS  model 7.34s (2 calls), audit 2.81s, total 96s, baseline reused
09-25 08:49:08   V1 org.apache.cloudstack.api.command.admin.kubernetes.version.DeleteKubernetesSupportedVersionCmd::1: SUCCESS  model 31.9s (4 calls), audit 4.41s, total 123s, baseline reused
09-25 08:51:04   V2 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::5: SUCCESS  model 8.69s (2 calls), audit 2.93s, total 113s, baseline reused
09-25 08:52:55   V1 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::5: FAILED_BEHAVIORAL_EQUIVALENCE  model 13.97s (3 calls), audit 0s, total 110s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 08:54:52   V2 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::4: SUCCESS  model 8.99s (2 calls), audit 2.69s, total 114s, baseline reused
09-25 08:56:46   V1 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::4: SUCCESS  model 11.33s (4 calls), audit 3.03s, total 114s, baseline reused
09-25 09:02:17   V2 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::3: SUCCESS  model 174.16s (21 calls), audit 4.48s, total 328s, baseline reused
09-25 09:04:40   V1 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::3: FAILED_SYNTACTIC_VALIDITY  model 98.34s (14 calls), audit 0s, total 144s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 09:05:20   V2 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::2: SUCCESS  model 32.68s (5 calls), audit 2.17s, total 37s, baseline reused
09-25 09:07:19   V1 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::2: SUCCESS  model 12.66s (4 calls), audit 2.52s, total 120s, baseline reused
09-25 09:10:24   V2 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::1: SUCCESS  model 35.73s (6 calls), audit 2.86s, total 181s, baseline reused
09-25 09:12:26   V1 org.apache.cloudstack.storage.to.PrimaryDataStoreTO::1: SUCCESS  model 17.98s (4 calls), audit 2.58s, total 122s, baseline reused
09-25 09:12:55   V2 com.cloud.template.VirtualMachineTemplate::7: SUCCESS  model 22.85s (5 calls), audit 1.98s, total 27s, baseline reused
09-25 09:13:50   V1 com.cloud.template.VirtualMachineTemplate::7: SUCCESS  model 15.54s (5 calls), audit 2.56s, total 54s, baseline reused
09-25 09:16:52   V2 com.cloud.template.VirtualMachineTemplate::6: SUCCESS  model 31.87s (5 calls), audit 2.44s, total 115s, baseline reused
09-25 09:18:37   V1 com.cloud.template.VirtualMachineTemplate::6: SUCCESS  model 20.38s (5 calls), audit 2.17s, total 106s, baseline reused
09-25 09:20:32   V2 com.cloud.template.VirtualMachineTemplate::5: SUCCESS  model 24.73s (4 calls), audit 2.23s, total 112s, baseline reused
09-25 09:22:12   V1 com.cloud.template.VirtualMachineTemplate::5: SUCCESS  model 16.83s (4 calls), audit 2.45s, total 100s, baseline reused
09-25 09:23:30   V2 com.cloud.template.VirtualMachineTemplate::4: FAILED_SYNTACTIC_VALIDITY  model 56.0s (4 calls), audit 0s, total 75s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 09:23:50   V1 com.cloud.template.VirtualMachineTemplate::4: SUCCESS  model 16.7s (4 calls), audit 1.99s, total 20s, baseline reused
09-25 09:26:13   V2 com.cloud.template.VirtualMachineTemplate::3: SUCCESS  model 25.84s (5 calls), audit 2.67s, total 143s, baseline reused
09-25 09:28:06   V1 com.cloud.template.VirtualMachineTemplate::3: SUCCESS  model 12.86s (4 calls), audit 5.35s, total 113s, baseline reused
09-25 09:30:01   V2 com.cloud.template.VirtualMachineTemplate::2: SUCCESS  model 22.53s (4 calls), audit 2.26s, total 112s, baseline reused
09-25 09:31:39   V1 com.cloud.template.VirtualMachineTemplate::2: SUCCESS  model 10.05s (4 calls), audit 2.16s, total 97s, baseline reused
09-25 09:33:38   V2 com.cloud.template.VirtualMachineTemplate::1: SUCCESS  model 26.8s (5 calls), audit 2.88s, total 116s, baseline reused
09-25 09:35:26   V1 com.cloud.template.VirtualMachineTemplate::1: SUCCESS  model 19.8s (5 calls), audit 2.71s, total 108s, baseline reused
09-25 09:37:30   V2 org.apache.cloudstack.gpu.VgpuProfile::1: SUCCESS  model 43.26s (7 calls), audit 2.53s, total 121s, baseline reused
09-25 09:39:14   V1 org.apache.cloudstack.gpu.VgpuProfile::1: SUCCESS  model 27.11s (7 calls), audit 2.59s, total 104s, baseline reused
09-25 09:40:46   V2 java.util.List<? extends org.apache.cloudstack.network.BgpPeer>::1: SUCCESS  model 8.25s (2 calls), audit 3.45s, total 89s, baseline reused
09-25 09:42:22   V1 java.util.List<? extends org.apache.cloudstack.network.BgpPeer>::1: SUCCESS  model 15.97s (4 calls), audit 3.1s, total 96s, baseline reused
09-25 09:46:05   V2 com.cloud.network.as.AutoScaleVmGroupVO::1: SUCCESS  model 72.68s (7 calls), audit 2.8s, total 220s, baseline reused
09-25 09:47:46   V1 com.cloud.network.as.AutoScaleVmGroupVO::1: SUCCESS  model 22.93s (4 calls), audit 3.8s, total 101s, baseline reused
09-25 09:48:50   V2 com.cloud.utils.db.SearchCriteria<com.cloud.storage.VolumeVO>::1: SUCCESS  model 8.41s (2 calls), audit 3.71s, total 61s, baseline reused
09-25 09:50:10   V1 com.cloud.utils.db.SearchCriteria<com.cloud.storage.VolumeVO>::1: SUCCESS  model 28.7s (7 calls), audit 3.66s, total 80s, baseline reused
09-25 09:56:22   V2 com.cloud.storage.dao.BucketDao::1: SUCCESS  model 102.9s (8 calls), audit 3.93s, total 316s, baseline reused
09-25 09:57:34   V1 com.cloud.storage.dao.BucketDao::1: FAILED_SYNTACTIC_VALIDITY  model 34.22s (4 calls), audit 0s, total 72s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 09:59:25   V2 Account::1: SUCCESS  model 17.35s (4 calls), audit 4.34s, total 108s, baseline reused
09-25 10:01:08   V1 Account::1: SUCCESS  model 12.18s (4 calls), audit 3.88s, total 102s, baseline reused
09-25 10:02:46   V2 org.apache.cloudstack.framework.extensions.api.UpdateRegisteredExtensionCmd::1: SUCCESS  model 27.12s (5 calls), audit 3.24s, total 96s, baseline reused
09-25 10:04:19   V1 org.apache.cloudstack.framework.extensions.api.UpdateRegisteredExtensionCmd::1: SUCCESS  model 26.58s (5 calls), audit 2.59s, total 93s, baseline reused
09-25 10:08:29   V2 org.apache.cloudstack.framework.config.impl.ConfigurationVO::1: SUCCESS  model 152.55s (13 calls), audit 9.14s, total 247s, baseline reused
09-25 10:09:30   V1 org.apache.cloudstack.framework.config.impl.ConfigurationVO::1: FAILED_SYNTACTIC_VALIDITY  model 59.77s (11 calls), audit 0s, total 61s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: server\src\test\java\com\cloud\configuration\ConfigurationManagerImplTest
09-25 10:10:04   V2 org.apache.cloudstack.api.command.user.dns.DisassociateDnsZoneFromNetworkCmd::1: SUCCESS  model 27.23s (5 calls), audit 2.04s, total 31s, baseline reused
09-25 10:11:44   V1 org.apache.cloudstack.api.command.user.dns.DisassociateDnsZoneFromNetworkCmd::1: SUCCESS  model 15.89s (5 calls), audit 3.49s, total 100s, baseline reused
09-25 10:11:59   V2 org.apache.cloudstack.api.command.user.storage.sharedfs.ChangeSharedFSDiskOfferingCmd::1: TOOL ERROR DetectionError: Model returned invalid JSON / Ä£ĞÍ·µ»ØÁËÎŞĞ§ JSON: Expecting ',' delimiter: line 11 column 7 (char 2135)
09-25 10:13:30   V1 org.apache.cloudstack.api.command.user.storage.sharedfs.ChangeSharedFSDiskOfferingCmd::1: SUCCESS  model 14.63s (4 calls), audit 2.39s, total 92s, baseline reused
09-25 10:15:30   V2 org.apache.cloudstack.auth.UserAuthenticator::2: SUCCESS  model 32.53s (5 calls), audit 2.46s, total 120s, baseline reused
09-25 10:15:39   V1 org.apache.cloudstack.auth.UserAuthenticator::2: MODEL_DECLINED  model 7.6s (2 calls), audit 0s, total 9s, baseline -  | V1: The new variable name is not a single valid variable identifier: "authenticatorMock1 authenticatorMock2".
09-25 10:17:48   V2 org.apache.cloudstack.auth.UserAuthenticator::1: SUCCESS  model 38.77s (4 calls), audit 3.58s, total 126s, baseline reused
09-25 10:18:02   V1 org.apache.cloudstack.auth.UserAuthenticator::1: MODEL_DECLINED  model 12.23s (2 calls), audit 0s, total 14s, baseline -  | V1: helper arguments are not all declared until after authenticatorMock1 is already used to configure the encoder list
09-25 10:20:46   V2 com.cloud.agent.api.to.LoadBalancerTO.ConditionTO::2: SUCCESS  model 41.27s (5 calls), audit 3.73s, total 161s, baseline reused
09-25 10:21:00   V1 com.cloud.agent.api.to.LoadBalancerTO.ConditionTO::2: MODEL_DECLINED  model 12.93s (2 calls), audit 0s, total 14s, baseline -  | V1: Cannot safely insert createMockConditionTO(conditionId2): conditionId2 is declared after conditionTO2 is created, and conditionTO2 is already used in policy
09-25 10:25:57   V2 com.cloud.agent.api.to.LoadBalancerTO.ConditionTO::1: FAILED_SYNTACTIC_VALIDITY  model 258.31s (21 calls), audit 0s, total 294s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 10:26:31   V1 com.cloud.agent.api.to.LoadBalancerTO.ConditionTO::1: MODEL_DECLINED  model 31.92s (5 calls), audit 0s, total 33s, baseline -  | V1: helper requires counterTO, but conditionTO is used before counterTO is declared
09-25 10:29:11   V2 CheckDataStoreStoragePolicyComplianceCommand::1: SUCCESS  model 20.88s (4 calls), audit 4.3s, total 100s, baseline reused
09-25 10:29:27   V1 CheckDataStoreStoragePolicyComplianceCommand::1: MODEL_DECLINED  model 14.89s (3 calls), audit 0s, total 16s, baseline -  | V1: The specified old mock variable is not declared or referenced in the test method; the mock is created inline as a constructor argument.
09-25 10:34:25   V2 FeignException::1: SUCCESS  model 174.78s (19 calls), audit 3.44s, total 298s, baseline reused
09-25 10:37:35   V1 FeignException::1: SUCCESS  model 79.92s (17 calls), audit 4.71s, total 191s, baseline reused
09-25 10:39:20   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::10: SUCCESS  model 7.5s (2 calls), audit 3.09s, total 102s, baseline reused
09-25 10:41:05   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::10: SUCCESS  model 10.45s (4 calls), audit 3.47s, total 104s, baseline reused
09-25 10:43:29   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::9: SUCCESS  model 34.31s (4 calls), audit 2.48s, total 141s, baseline reused
09-25 10:45:31   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::9: SUCCESS  model 19.37s (4 calls), audit 3.23s, total 123s, baseline reused
09-25 10:48:18   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::8: SUCCESS  model 52.97s (7 calls), audit 3.77s, total 164s, baseline reused
09-25 10:48:31   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::8: MODEL_DECLINED  model 11.74s (2 calls), audit 0s, total 13s, baseline -  | V1: The reusable method requires srcPrimaryDataStore, but srcVolumeObjectTO is used by command.getSrcData() before srcPrimaryDataStore is declared; inserting th
09-25 10:50:49   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::7: SUCCESS  model 26.57s (4 calls), audit 3.74s, total 135s, baseline reused
09-25 10:51:06   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::7: FAILED_SYNTACTIC_VALIDITY  model 15.88s (3 calls), audit 0s, total 17s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: plugins\hypervisors\kvm\src\test\java\com\cloud\hypervisor\kvm\resource\w
09-25 10:54:05   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::6: FAILED_SYNTACTIC_VALIDITY  model 125.77s (11 calls), audit 0s, total 173s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 10:55:11   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::6: MODEL_DECLINED  model 64.47s (5 calls), audit 0s, total 66s, baseline -  | V1: Cannot refactor this mock safely: the reusable method requires srcPath, which is declared after srcVolumeObjectTO is used by command.getSrcData(). Moving th
09-25 10:57:25   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::5: SUCCESS  model 6.71s (2 calls), audit 3.69s, total 131s, baseline reused
09-25 10:59:39   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::5: SUCCESS  model 18.65s (5 calls), audit 3.55s, total 135s, baseline reused
09-25 11:01:46   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::4: SUCCESS  model 6.7s (2 calls), audit 3.49s, total 124s, baseline reused
09-25 11:04:00   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::4: SUCCESS  model 18.34s (5 calls), audit 3.91s, total 134s, baseline reused
09-25 11:12:25   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::3: SUCCESS  model 183.25s (20 calls), audit 6.19s, total 502s, baseline reused
09-25 11:14:54   V1 org.apache.cloudstack.storage.to.VolumeObjectTO::3: FAILED_SYNTACTIC_VALIDITY  model 112.95s (17 calls), audit 0s, total 149s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 11:18:35   V2 org.apache.cloudstack.storage.to.VolumeObjectTO::2: SUCCESS  model 46.02s (5 calls), audit 2.98s, total 164s, baseline reused
